name,price
从Python开始学编程 Vamei 电子工业出版社 9787121301995,38.20
Python项目开发实战 第2版,56.10
Python编程快速上手——让繁琐工作自动化,48.30
正版 Python网络数据采集 大数据采集原理 网络爬虫测试 Python从入门到精通基础,60.97
Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现 何宇,47.00
Python数据挖掘概念.方法与实践 9787111565482,56.00
预测分析建模:Python与R语言实现 [美] 托马斯 W.米勒(Thomas W. Mi,67.20
Python自动化运维：技术与佳实践 刘天斯 机械工业出版社 9787111483069,62.80
包邮 网络爬虫全解析——技术、原理与实践+精通Python网络爬虫核心技术、框架与项目实战,117.00
用Python写网络爬虫+精通Python爬虫框架Scrapy python爬虫编程入门教,76.00
正版现货 Python游戏编程入门 Python语言编程教程 程序设计书籍 Python编,52.00
Python语言在Abaqus中的应用(含光盘),36.48
Python核心编程第3版 python开发大全 python入门到精通书籍 python,90.09
Python机器学习入门(影印版),62.30
正版包邮 Python科学计算基础教程,33.48
零基础入门学习Python,41.10
PySpark实战指南 利用Python和Spark构建数据密集型应用并规模化部署 pys,54.00
6g Python 3.5从零开始学  Python基础教程 Python 入门书 网络编,52.91
tcd正版【全新】Python网络爬虫实战 胡松涛 9787302457879 清华大学,51.39
Python编程入门 全3册 Python编程从入门到实践 零基础入门学习Python P,187.59
1d【赠配套视频】笨办法学python 基础教程 第3版 精通核心编程语言书籍 计算机程序,47.84
Raspberry Pi编程指南(基于Python的游戏编程与机器人制作第2版),33.81
Python性能分析与优化/图灵程序设计丛书,31.05
Python学习手册 第4版 Python运维实践 计算机网络 程序设计机械工业 pyth,106.00
包邮 Python新手使用Django架站的16堂课+Django开发宝典,124.80
包邮 从芯片到云端 Python物联网全栈开发实践 全栈开发书籍 云计算 数据分析,89.00
包邮跟老齐学Python：Django实战+Django开发宝典+Web接口开发与自动化测,147.00
Python测试驱动开发(影印版),60.50
Python快速编程入门,33.80
Python数据挖掘入门与实践 python3爬虫数据分析 挖掘基础教程/python数据,63.18
正版 Python数据可视化 (印)科斯拉曼(Kirthi Raman),62.79
Selenium2自动化测试实战:基于Python语言 虫师 本书适合软件功能测试人员、软,62.66
Python 3.5从零开始学  Python基础教程 Python 入门经典 网络编程,57.85
Python算法教程,48.30
数据科学实战手册(R+Python) R语言实战 python3爬虫数据分析挖掘工程师程,60.97
正版 Python数据分析 编程教程 python3爬虫数据分析 应用程序设计教程 pyt,60.97
正版 Python数据挖掘入门与实践 python3爬虫数据分析 挖掘基础教程/pytho,60.84
[2本套]Python网络数据采集+用Python写网络爬虫 核心编程基础教程网络爬虫入门,107.00
正版现货 零起点python足彩大数据与机器学习实盘分析人工智能算法大数据分析 足彩图灵,102.00
Python数据处理 基础知识 用Python完成数据获取 数据清洗 数据探索 数据呈现,99.00
Python机器学习实践-测试驱动的开发方法,50.20
官方正版 Python数据分析基础 克林顿布朗利(Clinton W. Brownley),95.00
Python金融实战,64.80
全新正版 利用Python进行数据分析 计算机书籍 Python实用指南书籍 Python,94.00
Python大战机器学习-数据科学家的第一个小目标,44.85
Python科学计算基础教程 python核心基础编程数据分析书籍从入门到精通 Pytho,36.20
流利的Python语言（影印版）Python3基础教程书籍 python开发技术大全 py,94.40
零起点Python大数据与量化交易 Python量化投资基础入门书籍 Python代码大,76.70
Python爬虫开发与项目实战,61.60
人民邮电：Python金融大数据分析(德)希尔皮斯科著姚军译Python编程入门基础教程成,100.98
跟老齐学Python轻松入门 计算机与互联网 书籍,51.30
零起点Python足彩大数据与机器学习实盘分析 何海群 9787121310744,56.43
中学生可以这样学Python 计算机网络 程序设计 中小学教辅 中小学阅读 课外阅读 计算,30.00
Python与有限元 计算机与互联网 书籍,40.40
机械工业：利用Python进行数据分析,121.00
Web接口开发与自动化测试——基于Python语言,43.50
2016 Python算法教程 语言编程入门书籍 程序设计教材 Python基础教程 数据,64.87
Python网络数据采集 python语言网络数据采集教程书籍 python编程基础入门教,43.60
包邮从芯片到云端 Python物联网全栈开发实践 全栈开发书籍 云计算 数据分析,88.90
21天学通Python -(含DVD光盘1张学习视频) 入门书籍 从零开始 基础编程参考用,46.00
流畅的Python  语言编程教程书籍 python代码大全 爬虫Python,146.90
Python数据分析 应用程序设计教程 python模块数据分析 数据可视化机器学习指南,43.60
Python金融实战+python金融大数据分析 2本 python数据分析方法教程,129.90
Python大战机器学习：数据科个小目标,52.40
包邮 Python物理学高效计算+Python数据处理 Python编程教程书籍,147.90
机器学习系统设计 Python语言实现 计算机与互联,46.60
数据科学实战手册 R+Python 托尼·奥杰德 等著 人民邮电出版社 数据采集处理清洗分,53.69
"Python入门经典 [美]Katie Cunningham,李军,李强 人民邮电出版社",34.30
"Python生物信息学数据管理 (意)Allegra Via (阿莱格拉 维亚),卢宏超",51.80
Python编程快速上手 让繁琐工作自动化 Python从入门到精通 Python编程书籍,59.54
Python网络数据采集 python语言网络数据采集教程书籍 python编程基础入门教,59.54
Python网络爬虫从入门到实践,44.84
人邮新书 Python数字信号处理应用 Python在DSP中应用教程 Python基础,45.00
Python语言程序设计,33.20
跟老齐学Python轻松入门,50.20
Python可以这样学,53.10
包邮 Python爬虫开发与项目实战 Python编程入门教程书籍数据采集教程 爬虫框架,60.80
包邮 Python程序设计 第3版 Python之父作序推荐编程入门教程书籍 Pytho,53.00
包邮 Python金融实战 金融数据分析教程书籍 数据计算器编程教程 应用 机器学习算法,58.80
Python程序设计开发宝典,50.00
Python基础教程(第二版修订版) 正版,60.20
Python网络爬虫实战胡松涛编,46.60
Python3.5从零开始学刘宇宙编,46.60
Python物理建模初学者指南,45.40
Python编程快速上手——让繁琐工作自动化 Python语言基础教程书籍 pyt正版,56.50
Python机器学习 学习实战 python基础教程指南 数据结构与算法分析 人工神经网,81.46
Python高性能编程 python 编程,81.00
Python新手使用Django架站的16堂课  Python入门教程书籍 Djang,80.92
包邮 Python高级编程（第2版）python书籍 程序设计 编程源代码开发基础书籍,66.80
Python机器学习实践指南 Python 机器学习的生态系统 数据科学/机器学习,53.00
Python机器学习及实践 从零开始通往Kaggle竞赛之,38.70
Python程序设计教程,33.80
Python数据科学导论,52.16
Python网络爬虫从入门到实践 唐松陈智铨编 计算,41.20
零起点Python大数据与量化交易 大数据分析量化投资策略书籍 实盘交易手册 Python,77.00
"贝叶斯思维 统计建模的Python学习法 [美]Allen B.Downey,许杨毅 97",27.93
Python高手之路 第3版,48.62
Python数据科学入门 计算机与互联网 书籍,37.70
包邮 数据天才：数据科学家修炼之道+Python大战机器学习:数据科学家的*一个小目标,117.00
Raspberry Pi编程指南 基于Python的游戏编程与机器人制作 第2版 Rasp,47.84
预测分析建模：Python与R语言实现 计算机与互联网 书箱|4980710,52.10
Python编程快速上手 让繁琐工作自动化 Python从入门到精通 Python编程书籍,59.54
正版 Python核心编程 第3版 英文版,96.20
Python开发向导(云计算工程师系列) 肖睿 水利水电出版社,40.80
利用Python开源工具分析恶意代码 python黑客攻防入门书籍 Python开源工具实,94.64
Python算法教程 python语言编程入门书籍 Python程序设计教材Python基,71.00
【全新正版】青少年学编程系列丛书:机器人Python极客编程入门与实战程语言;Python,56.76
正版 python即学即用 python3爬虫数据分析基础核心编程教程 利用python进,55.77
Python黑客攻防入门 Python黑客攻防技术教程书籍 Web黑客攻击程序应用 计算机,55.64
NLTK基础教程-用NLTK和Python库构建机器学习应用,54.47
Python爬虫开发与项目实战 范传辉,62.80
Python项目开发实战(第2版)/图灵程序设计丛书 (日)日本BePROUD股份有限公司,64.60
Python网络爬虫实战/Python语言编程教程书籍/Python网络爬虫入门到精通/数,45.40
包邮 Python程序设计开发宝典 Python程序设计 Python语言编程 文本排版,50.90
包邮 Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实,50.90
正版 PythonWeb开发学习实录(Web程序员成功之路)Python语言进行程序开发的,55.44
机器学习实战 python基础教程指南 +大数据智能,89.00
Python Linux系统管理与自动化运维 赖明星 计算,74.80
Python新手使用Django架站的16堂课,65.00
Python数据挖掘入门与实践/python数据挖掘基础教程/python数据挖掘正版,48.70
流畅的Python/图灵程序设计丛书,94.52
Python网络数据采集 python语言网络数据采集教程书籍 python编程基正版,45.80
Python黑客攻防入门  Python黑客攻防技术教程书籍 Web黑客攻击程序应正式,45.80
人民邮电：Python网络数据采集,60.18
Python机器学习实践:测试驱动的开发方法 Python程序设计 人工智能机器学习,47.00
Python机器学习算法 计算机与互联网 书箱|6129766,55.20
包邮 精通Python爬虫框架Scrapy+精通Scrapy网络爬虫 2本,88.50
毫无障碍学Python-(附1DVD) 计算机与互联网 书箱|6791521,50.50
Python数据可视化 计算机与互联网 书箱|5423396,45.50
精通Python自然语言处理 计算机与互联网 书箱|6351646,47.20
Python编程核心编程 第3版+python编程快速上手+流畅的python 3本套,399.10
机器人Python极客编程入门与实战,50.15
正版现货 用Python写网络爬虫+Python网络数据采集 python语言编程基础入门,90.58
21天学通Python-(含DVD光盘1张学习视频) 入门书籍 从零开始 基础编程参考用书,52.08
Python科学计算基础教程 python核心基础编程数据分析书籍从入门到精通 Pytho,51.87
OpenCV 3计算机视觉：Python语言实现（原书第2版）人脸检测与识别 图像检索 神,40.95
Python游戏编程快速上手 Python游戏编程入门 Python编程初学者指南Pyth,51.39
正版 OpenCV 3计算机视觉 Python语言实现 原书 第二版 华章程序员书库 机械,50.57
2本套 python编程从入门到精通 核心编程第二/三版 编程从入门到实践 Python语,180.61
零起点Python大数据与量化交易 何海群 正版书籍9787121306594,86.23
正版全新现货 PYTHON核心编程(第3版)  Python开发 员的案头必读学习手册 书,86.23
趣学Python编程 python入门到精通python基础教程编程学习手册程序设计书籍,43.55
正版现货 Python机器学习经典实例 python机器学习算法教程 深度学习监督学习技术,61.00
python基础教程 Python核心编程 第二版 精通核心编程语言书籍 计算机程序设计从,84.24
Python数据抓取技术与实战+用Python写网络爬虫 Python数据可视化分析图书籍,73.00
python3.5基础教程从零开始学 Python基础教程,57.00
Web接口开发与自动化测试基于Python语言,50.20
Python网络数据采集 大数据采集原理 网络爬虫测试 Python从入门到精通基础教程书,58.00
Python高效开发实战 Django、Tornado、Flask、Twisted/Pyt,77.52
人民邮电：NLTK基础教程 用NLTK和Python库构建机器学习应用,48.96
Python绝技 运用Python成为**黑客 python编程教程书 黑客攻防技术与渗透,80.08
Python 金融大数据分析 python3爬虫数据分析 入门基础教程 金融分析处理与开发,90.74
Python核心编程第3版 python开发大全 python入门到精通书籍 python,90.09
面向ArcGIS的Python脚本编程 计算机与互联网 书籍,46.10
利用Python进行数据分析 python基础教程 python核心编程 python学习,89.18
正版 Python 网络编程攻略 Python网络编程书 Python编程语言经典 图灵程,48.00
利用python进行数据分析 python数据分析教程 数据挖掘 数据分析图书 大数据 统,91.12
正版现货 用Python写网络爬虫 python爬虫 编程入门教程书籍 数据抓取技术框架S,46.00
21天学通Python(附光盘)/21天学编程系列 编者:刘凌霞//郝宁波//吴海涛 正版,48.44
Python编程快速上手让繁琐工作自动化+Python核心编程 第3版 全2册 编程基础教,167.00
Python数据分析实战/图灵程序设计丛书 (意)内利|译者:杜春晓 正版书籍,47.79
Python编程快速上手+Java编程思想（第4版）全2册 网络爬虫书籍计算机 视频编程从,191.00
预测分析：Python语言实现 (美)约瑟夫·巴布科克 机械工业出版社 978711157,53.70
Python机器学习算法 赵志勇 著  深入分析机器学习,49.90
程序设计导论:Python语言实践(英文版) [美]罗伯特塞奇威克 机械工业出版社 978,118.20
Python程序设计教程 林信良 清华大学出版社 9787302457862,50.20
正版 Python参考手册（第4版.修订版）Python编程语言*指南书籍 Python程,94.00
Python程序设计开发宝典 董付国 清华大学出版社 9787302472100,48.30
人民邮电：Python设计模式 (第2版)本书适合那些关注软件设计原则，并想将you秀的设,40.00
【名扬新书】Effective Python:编写高质量Python代码的59个有效方法9,38.40
Python+Spark 2.0+Hadoop机器学习与大数据实战,84.20
利用python进行数据分析 python数据分析教程 数据挖掘 数据分析图书 大数据 统,92.00
正版 Python语言及其应用 Python3爬虫数据分析基础教程Python编程入门手册,77.87
正版 Python核心编程 第3版 python开发大全 python入门到精通pytho,78.21
正版 Python基础教程 第2版 python2爬虫数据分析入门教程python编程教程,77.74
像计算机科学家一样思考Python(第2版),40.20
机器人Python极客编程入门与实战,46.00
Python Web开发实战 python搭建web服务器 Python编程实践教程书 w,75.60
正版 零起点Python机器学习快速入门 计算机与互联网程语言与程序设计 电子工业出版社,51.74
Python基础教程 第3版 图灵程序设计丛书 编程新手入门 软件工具 python,73.20
Python数据科学手册 错误和调试 探索花哨的索引 处理缺失值 记录数组 计算机正版,81.90
全新正版 零基础入门学习 Python Python3入门书 Python开发教程 Pyt,49.50
Python机器学习算法,63.48
正版 Python高手之路 第3版 计算机与互联网程语言与程序设计 Python基础入门到,48.88
包邮 像计算机科学家一样思考Python（第2版）+流畅的Python 2本,141.00
笨办法学Python 第三版 Zed A.Shaw著 5小时完整视频教程 跟数十万人的Py,44.59
正版现货 预测分析：Python语言实现 预测分析建模教程书籍 数据可视化分析技术书籍,47.20
【】Python数据分析基础,40.00
Python核心编程 第3版 编程从入门到实践 Python核心语言开发指南 自学教程基础,102.00
正版 Python核心编程 第3版 英文版,101.00
Python程序设计基础,26.00
正版现货 Python数据分析实战 [意] 内利（Fabio Nelli）；杜春晓 人民邮,41.90
正版现货 教孩子学编程 Python语言版 [美] Bryson Payne 人民邮电出版,41.90
Python物理建模初学者指南 [美]Jesse M.Kinder [美] Philip,41.90
2本套 python编程从入门到精通 核心编程第二/三版 编程从入门到实践 Python语,172.64
正版现货 零起点Python机器学习快速入门 何海群 电子工业出版社,36.00
【Python核心编程】Python第3版 中级Python开发 经典畅销Python基础,134.64
包邮 精通Metasploit渗透测试+Python绝技：运用Python成为黑客+Pyt,150.50
Python数据挖掘入门与实践 [澳] Robert Layton 人民邮电出版社 978,50.20
"趣学Python——教孩子学编程 [美] 布里格斯,尹哲 人民邮电出版社 97871153",50.20
Python程序设计教程（21世纪高等学校计算机应用技术规划教材）,38.00
Python硬件编程实战 李茂 正版计算机书籍,39.69
Python即学即用 张燕妮 机械工业出版社 9787111539896,42.50
Python数据可视化 (印)科斯·拉曼(Kirthi Raman) 机械工业出版社,55.80
Python性能分析与优化,35.10
OpenCV3计算机视觉：Python语言实现（原书第2版）Python入门书,40.00
现货正版 流畅的Python python编程教程书籍 python代码大全,103.00
跟老齐学Python：轻松入门,54.28
数据结构 Python语言描述,48.99
Python数据科学导论 计算机与互联网 书箱|6417916,41.30
毫无障碍学Python,45.24
Selenium自动化测试 基于 Python 语言 计算机与互联网 书…|7209239,37.70
Python程序设计  计算机科学系列丛书  程序设计 编程书 计算机 程序设计教材 py,61.60
包邮 Python科学计算基础教程+ Python地理空间分析指南（第2版）Python语,95.80
包邮 Python 3学习笔记(上卷)+Python零基础入门学习 小甲鱼 2本,103.50
Python数据抓取技术与实战  潘庆和赵星驰编 计算机与互联网 书籍,35.00
包邮 零起点Python大数据与量化交易+量化投资：以Python为工具 2本 蔡立耑,154.00
Python自然语言处理 计算机软件开发 编程设计 Python计算机视觉编程 人民邮电,88.00
正版包邮 零起点Python足彩大数据与机器学习实盘分析,68.04
人邮新书 Python数据科学手册 数据分析计算书籍 机器学习 NumPy数据存储 Ma,109.00
零基础学Python 编程从入门到实践 python绝技核心编程基础教程 网络爬虫入门书籍,86.00
Python漫游指南（影印版）,84.00
Python语言及其应用,55.30
Python程序设计教程,33.60
量化投资：以Python为工具 计算机与互联网 书籍,77.20
零起点Python大数据与量化交易,83.60
Python基础教程 第2版 编程从入门到实践 核心语言开发指南 自学教程基础书籍 程序设,82.00
人邮邮电出版社 新书 Python机器学习经典实例 人工智能 机器人 无人驾驶,80.24
Python全栈开发实践入门 python全栈开发教程书籍 python全栈开发工程师前端,54.50
Python程序设计教程,33.83
Python游戏编程入门,36.80
包邮 Python数字信号处理应用+数字信号处理――原理、算法与应用（第四版）2本,97.50
零起点Python足彩大数据与机器学习实盘分析何海群,77.20
包邮 预测分析 Python语言实现+预测分析建模 Python与R语言实现  2本,102.80
Python机器学习算法+Python机器学习 预测分析核心算法 2本 程序设计教程书籍,96.00
Python游戏编程快速上手 计算机网络程序设计书籍 python基础教程学习手册 pyt,81.00
从零开始学Python程序设计 吴惠茹 等 Python程序设计语言基础入门教程书籍 py,79.00
Python科学计算（第2版）,113.52
Python学习手册 第4版 Python运维实践 计算机网络 程序设计机械工业 pyth,111.15
正版现货 Python数据分析基础 python入门基础教程 利用Python进行数据分析,72.00
正版现货 Python算法教程 python语言编程入门 Python基础算法 数据分析,72.00
Python Linux系统管理与自动化运维 赖明星 机械工业出版社 9787111578,75.70
Python即学即用张燕妮主编,39.50
零起点Python大数据与量化交易 何海群 9787121306594,74.30
【XP计算机科学】Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法,69.00
Python编程与问题求解 python语言编程教程书籍 python入门书 py,49.40
用Python写网络爬虫,34.70
Python机器学习实践 测试驱动的开发方法 计算机网络 程序设计 计算机与互联网,47.60
机械工业：|现货Python爬虫开发与项目实战 Python编程入门教程/数据采集教程/爬,73.06
包邮 Python爬虫开发与项目实战 网络爬虫开发 Python开发 程序代码设计 书籍,59.60
Python黑帽子 黑客与渗透测试编程之道 Python编程 Python编程指南正版,44.00
正版现货 零起点Python机器学习快速入门 何海群著 零起点Python系列书 Pand,65.01
人民邮电：Python金融大数据分析(德)希尔皮斯科著姚军译Python编程入门基础教程成,101.00
Python编程基础与HTTP接口测试,36.80
流畅的Python [巴西]卢西亚诺·拉马略(Luciano Ramalho) 人民邮电出,97.30
人民邮电：“笨办法”学Python(第3版),49.98
量化投资(以Python为工具)/金融科技丛书,72.30
Python基础教程 第2版 编程从入门到实践 核心语言开发指南 自学教程基础书籍 程序设,81.00
Python算法教程 python语言编程入门 利用Python进行数据分析 Pytho,77.00
Python程序设计-从基础到开发,41.70
1d正版 Python 面向对象编程指南 python面向对象应用程序设计教程 pytho,79.30
tcd【全新正版】Python高性能编程.9787115454898,76.00
树莓派Python编程入门与实践,58.70
Python物理建模初学者指南,46.00
精通Python网络爬虫：核心技术、框架与项目实战+用Python写网络爬虫,82.00
正版书籍 Python3面向对象编程 第2版 影印版 英文 杜斯提菲利普 著 东南大学出版,88.13
Python自动化运维(技术与最佳实践)/Linux Unix技术丛书,57.20
机工 Python自动化运维：技术与实践 刘天斯 9787111483069 首部从纵、深,69.00
Python面向对象编程指南,54.51
1k 跟老齐学Python：Django实战 Django开发实战教程书籍 Django框,68.25
Python机器学习 计算机/机器学习/Python/程序设计书籍,65.60
Python计算与编程实践(多媒体方法原书第2版)/计算机科学丛书,56.60
2本套 Python编程快速上手+核心编程(第3版) python3.0绝技核心编程基础教,162.50
正版现货 Python数据分析基础 python入门基础教程 利用Python进行数据分析,72.00
Python 网络数据采集 python语言网络数据采集教程书籍书籍python编程基础,53.69
Python基础教程 第3版 Python程序设计教程书籍 Python程序测试打包发布,90.87
人邮新书 Python数字信号处理应用 Python在DSP中应用教程 Python基础,38.30
流畅的Python,118.20
正版【全新】Python网络爬虫实战 胡松涛 9787302457879 清华大学,51.39
现货 机器人Python极客编程入门与实战 Python极客团队 python极客机器人编,64.00
正版现货 编写高质量代码改善Python程序的91个建议 Python学习手册 pytho,64.00
全新正版 python金融大数据分析 python基础教程 python书籍 笨办法学py,86.23
Python爬虫开发与项目实战,72.29
从零开始学Python程序设计,72.29
"Python学习手册：第4版(涵盖Python2 6和3 X) 鲁特兹,李军,刘红伟",73.80
Python高手之路(第3版),37.95
Python高性能编程,54.51
Python核心编程（第3版）英文版,75.00
利用Python进行数据分析,75.60
Python程序设计 第3版 Python入门教程书籍,49.50
包邮 Python程序设计  python编程基础教程书籍 python算法教程 pyt,62.60
Selenium自动化测试之道 基于Python和Java语言 Selenium自动化测试,42.20
精通Python自然语言处理+NLTK基础教程+NLP汉语自然语言处理原理深度学习4本,189.90
【高性能Python】Python高性能编程 戈雷利克 欧日沃尔德 胡世杰 徐旭彬 译,56.90
Python Qt GUI快速编程——PyQt编程指南 (英)Mark Summerfie,61.60
正版现货 Abaqus GUI程序开发指南 Python语言 贾利勇 富琛阳子 贺高 周正,61.00
Python网络爬虫从入门到实践,41.70
用Python写网络爬虫 Python编程入门教程书籍 数据抓取技术 框架Scrapy安装,43.81
人邮新书 Python地理数据处理 python数据处理 ArcGIS 矢量数据,79.00
预 售 人邮新书 21天学通C++ 第8版 Java Python 程序设计书籍 软件开,79.00
零起点Python足彩大数据与机器学习实盘分析 何海群 电子工业出版社,72.30
异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,69.00
正版 Python 面向对象编程指南 python面向对象应用程序设计教程 python模,79.30
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,77.74
Python地理数据处理 python数据分析实战教程书籍 NumPy和SciPy地图运,77.74
包邮 精通Python爬虫框架Scrapy Scrapy Scrapy入门 数据抓取 软,45.80
包邮 Python全栈开发实践入门 python全栈开发教程书籍 python全栈开发工,53.00
预售 PYTHON基础教程(第3版) 计算机与互联网 书,81.20
包邮 Python网络爬虫从入门到实践 计算机与互联网 Python爬虫的流程  使用p,40.00
包邮 预测分析：Python语言实现 计算机网络 程序设计 机器学习算法的工作原理 数据,46.50
正版 Python程序设计 Python编程从入门到实践 python基础教程 Pytho,69.94
Python数据科学导论 python语言编程教程书籍 Python数据分析实战,42.50
漏洞战争 软件漏洞分析精要+Python绝技运用Python成为*级黑客安全技术大系,144.50
包邮 Python数据科学入门 计算机网络 程序设计 教材 高职高专教材 计算机 计算机,38.60
Python机器学习算法+大战机器学习+机器学习及实践+TensorFlow实战 4本,186.00
正版现货 预测分析：Python语言实现 预测分析建模教程书籍 数据可视化分析技术书籍,57.80
正版现货 Python核心编程第3版 python开发大全 python入门到精通书籍 p,102.00
Python参考手册 第4版 修订版,62.30
Python程序设计案例教程,50.80
Python全栈开发实践入门 python教程书籍 python全栈开发工程师前端后端开,73.00
【Python类书籍】精通Python自然语言处理  python自然语言处理开发教程书,45.30
正版 PySpark实战指南利用Python和Spark构建数据密集型应用并规模化部署托,38.20
Python编程基础 闫俊伢 人民邮电出版社,32.00
Python 算法教程 python语言编程入门书籍 Python程序设计教材Python,67.00
Python高性能编程 python编程教程书籍 python核心编程 python编程,84.00
Python程序设计案例课堂  刘春茂、裴雨龙、展娜娜  清华大学出版社 97873024,53.80
Python数据科学实践指南 纪路,48.80
【正版新书】正版python基础教程(第2版·修订版) python编程基础学习手册 经典,75.79
Python大学教程 吕云翔 Python语言进行程序设计方法及其应用书籍Python的基,49.00
跟老齐学Python：Django实战,52.40
Python数据分析实战,60.00
Python爬虫开发与项目实战 范传辉 机械工业出版社 零基础学习爬虫技术由浅入深N,61.30
零起点Python大数据与量化交易 何海群 著 电子工业出版社 Python量化投资基础入,96.20
Python金融实战 Python金融大数据分析技术书籍 python基础教程书籍,58.40
正版 量化投资:以Python为工具 技术 有案例 工具 总结 源自作者多年的研究与实战,87.49
量化投资：以Python为工具,74.30
Python Linux系统管理与自动化运维 Python Linux操作系统编程教程书,88.00
Python机器学习算法,53.80
正版现货  Python程序设计案例课堂,53.80
Python高级编程 第2版 Python编程语言教程书籍 python 程序设计 编程,87.00
正版现货  Python机器学习 预测分析核心算法,53.10
Python高性能编程,67.20
图灵程序设计丛书 父与子的编程之旅 与小卡特一起学Python python编程教正版,53.00
零起点Python足彩大数据与机器学习实盘分析,83.00
从零开始学Python程序设计 python初学者指南 网络爬虫 数据采集 基础计算机书,81.00
人民邮电：精通Python自然语言处理 适合熟悉Python语言并对自然语言处理开发有一定,81.00
Python数据处理 [美] 杰奎琳·凯泽尔(Jacqueline Kazil)凯 人民邮,89.10
【正版】利用python进行数据分析 python数据分析教程 数据挖掘 数据分析图书 大,95.00
Python全栈开发实践入门 畅销书籍 计算机 正版,79.00
机械工业：利用Python进行数据分析,79.00
2册 Python可以这样学+Python程序设计开发宝典 董付国 Python基础教程书,100.80
人邮新书 Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方,99.00
Python核心编程(第3版英文版) (美)春 正版书籍,80.19
正版现货 Python算法教程 计算机编程 程序设计 python语言编程入门教程 pyt,76.00
Python数据科学入门 计算机网络 程序设计 教材 高职高专教材 计算机 计算机与互联,55.00
【全3册】贝叶斯思维 统计建模的Python学习法+贝叶斯方法 概率编程与贝叶斯推断+P,133.80
包邮 从零开始学Python程序设计,59.00
Flask Web开发 基于Python的Web应用开发实战 Web应用程序权威指正版,45.80
Python设计模式 第2版,30.00
Python数据分析基础（影印版） 克林顿·W.布朗利 东南大学出版社,63.20
深入浅出深度学习：原理剖析与Python实践,59.00
【新华书店】 流利的Python语言(影印版) RT,82.60
Python机器学习实践指南,48.30
【全2册】Python黑客攻防入门+利用Python开源工具分析恶意代码Python开源,119.50
1d人邮新书 Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的,101.40
Python数据挖掘入门与实践,41.30
正版  零基础学Minecraft编程 图文版 mc编程从入门到精通 python编程教程,72.00
Python机器学习,67.70
正版 Python数据可视化 (印)科斯拉曼(Kirthi Raman),65.00
"利用Python进行数据分析 (美)麦金尼,唐学韬 机械工业出版社 97871114367",75.70
Python语言及其应用,64.80
Python漫游指南(影印版) Kenneth Reit 东南大学出版社 97875641,74.80
Python可以这样学 董付国 清华大学出版社 9787302456469,62.80
正版 从零开始学Python网络爬虫 开发教程 网络爬虫 游戏开发应用 Python编程序,63.44
PYTHON高性能编程 python基础教程 python核心编程从入门到精通 pytho,108.00
Python程序设计入门到实战 何敏煌 清华大学出版社 9787302455967,58.70
跟老齐学Python轻松入门 计算机与互联网 书籍,47.80
基于ArcGIS的Python编程秘笈(第2版) (美)派普勒|译者:牟乃夏//张灵先//,55.89
Python密码学编程 (美)斯维加特|译者:李永伦 正版书籍,55.89
【正版现货】OpenCV3计算机视觉：Python语言实现（原书第2版）Python入门书,39.30
Python编程(第四版) Mark Lutz 9787512355309 中国电力出版社,144.50
Python全栈开发实践入门 谢瑛俊著 电子工业出版社 9787121328114,62.10
机器学习实战-python基础教程指南,51.80
ABAQUS Python二次开发攻略,44.80
Python数据科学入门 快速掌握数据采集与清洗 数据分析 机器学习等任务工具 轻松解决数,50.00
Python+Spark 2.0+Hadoop机器学习与大数据实战,71.40
包邮 Python物理建模初学者指南 Python数据处理入门到实践 数据可视化 书籍,46.80
Python数据科学实践指南  数据挖掘技术教程书籍,43.00
Python爬虫开发与项目实战,67.20
预测分析：Python语言实现,43.10
6g【赠源代码】python编程 从入门到实践python基础教程数据分析python学习,90.74
Python新手使用Django架站的16堂课  Python入门教程书籍 Djang,87.00
零基础学Python 附光盘 核心编程设计开发基础教程 动态脚本语言教材 python编,81.00
Selenium自动化测试之道 基于Python和Java语言+Selenium WebD,136.50
Python数据处理,74.00
零起点Python足彩大数据与机器学习实盘分析 何海群 电子工业出版社 978712131,77.20
Python编程快速上手让繁琐工作自动化+Python核心编程 第3版 全2册 编程基础教,172.00
正版 Abaqus GUI程序开发指南 Python语言 python编程教程 abaqu,62.40
Python编程快速上手——让繁琐工作自动化 Python语言基础教程书籍 python,75.00
现货 Python绝技：运用Python成为黑客 python编程教程书籍 python黑,73.00
"NLTK基础教程 用NLTK和Python库构建机器学习应用 Nitin,Hardeniy",38.80
正版现货 Python树莓派编程 树莓派python开发教程书 树莓派入门教程 pytho,67.00
正版现货 Python和Pygame游戏开发指南 计算机/程序设计/Python Pyth,67.00
现货 Python数据科学入门 快速掌握数据采集与清洗 数据分析 机器学习等任务工具 轻松,67.00
"""笨办法""学Python 第3版 Python编程教程 python核心手册 Pytho",56.00
Python数据处理+用Python写网络爬虫+Python网络数据采集  3本,142.00
Python 金融大数据分析 python入门基础教程 金融分析处理与开发书籍 数学推断统,103.00
