name,price
【正版】Python数据处理.9787115459190,95.24
21天学通Python,45.40
Python树莓派编程 沃尔弗拉姆 多纳特(Wolfram Donat) 机械工业出版社,40.00
Python机器学习经典实例 计算机网络 程序设计 计算机与互联网 编程语言与程序设计 数,62.00
零起点Python机器学习快速入门 自学Excel增强人工智能AI工程师技术员算法软件基础,48.00
零起点Python机器学习快速入门 自学Excel增强人工智能AI工程师技术员算法软件基础,48.00
1d现货 Python高手之路 第3版 编程语言OpenStack代码 本书适合各个层次的,58.00
人民邮电：Python机器学习经典实例,60.00
L满58包邮Python语言及其应用/图灵程序设计丛书 (美)卢布诺维克|译者:丁嘉瑞//,64.80
L满58包邮零基础学Python(附光盘) 张志强//赵越 计算机文学散文经管励志图书小说,64.80
Python网络爬虫从入门到实践,41.70
Python网络编程攻略 (英) M. O. Faruque Sarker著 人民邮电出版,35.50
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
EffectivePython(编写高质量Python代码的59个有效方法)/EFFECT,47.79
Python高级编程-(第2版) 9787115460158,68.50
1d现货 Python高手之路 第3版 编程语言OpenStack代码 本书适合各个层次的,58.00
人民邮电：Python机器学习经典实例,60.00
L满58包邮Python语言及其应用/图灵程序设计丛书 (美)卢布诺维克|译者:丁嘉瑞//,64.80
L满58包邮零基础学Python(附光盘) 张志强//赵越 计算机文学散文经管励志图书小说,64.80
Python网络爬虫从入门到实践,41.70
Python网络编程攻略 (英) M. O. Faruque Sarker著 人民邮电出版,35.50
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
EffectivePython(编写高质量Python代码的59个有效方法)/EFFECT,47.79
Python高级编程-(第2版) 9787115460158,68.50
零起点Python足彩大数据与机器学习实盘分析 9787121310744,75.20
Selenium自动化测试 基于 Python 语言,67.00
父与子的编程之旅-与小卡特一起学Python (美)桑德//桑德|译者:苏金国//易郑超【,54.51
"正版 零基础学Python(300个实例、64个练习题,超值大容量DVD",64.00
Python计算与编程实践(多媒体方法原书第2版)/计算机科学丛书 正版书籍 (美)古兹迪,57.27
Python Web开发实战 python搭建web服务器 Python编程实践教程书 w,101.27
Python极客项目编程,50.89
Python机器学习实践-测试驱动的开发方法,50.20
Python网络爬虫实战,50.20
1d教孩子学编程Python语言版 零基础学计算机编程教程书籍从入门到精通编程入门教程 P,66.00
父与子的编程之旅(与小卡特一起学Python)/图灵程序设计丛书 正版书籍 (美)桑德//,57.27
零起点Python足彩大数据与机器学习实盘分析 9787121310744,75.20
Selenium自动化测试 基于 Python 语言,67.00
父与子的编程之旅-与小卡特一起学Python (美)桑德//桑德|译者:苏金国//易郑超【,54.51
"正版 零基础学Python(300个实例、64个练习题,超值大容量DVD",64.00
Python计算与编程实践(多媒体方法原书第2版)/计算机科学丛书 正版书籍 (美)古兹迪,57.27
Python Web开发实战 python搭建web服务器 Python编程实践教程书 w,101.27
Python极客项目编程,50.89
Python机器学习实践-测试驱动的开发方法,50.20
Python网络爬虫实战,50.20
1d教孩子学编程Python语言版 零基础学计算机编程教程书籍从入门到精通编程入门教程 P,66.00
父与子的编程之旅(与小卡特一起学Python)/图灵程序设计丛书 正版书籍 (美)桑德//,57.27
Python高级编程-(第2版) 9787115460158,68.50
Python高级编程-(第2版) 9787115460158,68.50
BF【全新正版】/Python面向对象编程指南9787115405586 人民邮电出版社,67.20
Python+Spark 2 0+Hadoop机器学习与大数据实战 林大贵 清华大学出版社,79.20
L满58包邮Python金融大数据分析 (德)希尔皮斯科|译者:姚军 少儿文学散文经管励志,71.30
tcdPython密码学编程 Python编程实现加密算法的初学者指南 Python编程基,63.00
Python网络爬虫从入门到实践 唐松 陈智铨 9787111578413 机械工业出版社,35.80
【正版】Python数据处理.9787115459190,95.24
21天学通Python,45.40
Python树莓派编程 沃尔弗拉姆 多纳特(Wolfram Donat) 机械工业出版社,40.00
Python机器学习经典实例 计算机网络 程序设计 计算机与互联网 编程语言与程序设计 数,62.00
零起点Python机器学习快速入门 自学Excel增强人工智能AI工程师技术员算法软件基础,48.00
1d现货 Python高手之路 第3版 编程语言OpenStack代码 本书适合各个层次的,58.00
Python高级编程-(第2版) 9787115460158,68.50
BF【全新正版】/Python面向对象编程指南9787115405586 人民邮电出版社,67.20
Python+Spark 2 0+Hadoop机器学习与大数据实战 林大贵 清华大学出版社,79.20
L满58包邮Python金融大数据分析 (德)希尔皮斯科|译者:姚军 少儿文学散文经管励志,71.30
tcdPython密码学编程 Python编程实现加密算法的初学者指南 Python编程基,63.00
Python网络爬虫从入门到实践 唐松 陈智铨 9787111578413 机械工业出版社,35.80
【正版】Python数据处理.9787115459190,95.24
21天学通Python,45.40
Python树莓派编程 沃尔弗拉姆 多纳特(Wolfram Donat) 机械工业出版社,40.00
Python机器学习经典实例 计算机网络 程序设计 计算机与互联网 编程语言与程序设计 数,62.00
零起点Python机器学习快速入门 自学Excel增强人工智能AI工程师技术员算法软件基础,48.00
1d现货 Python高手之路 第3版 编程语言OpenStack代码 本书适合各个层次的,58.00
零起点Python足彩大数据与机器学习实盘分析 9787121310744,75.20
Selenium自动化测试 基于 Python 语言,67.00
父与子的编程之旅-与小卡特一起学Python (美)桑德//桑德|译者:苏金国//易郑超【,54.51
"正版 零基础学Python(300个实例、64个练习题,超值大容量DVD",64.00
Python计算与编程实践(多媒体方法原书第2版)/计算机科学丛书 正版书籍 (美)古兹迪,57.27
Python Web开发实战 python搭建web服务器 Python编程实践教程书 w,101.27
Python极客项目编程,50.89
Python机器学习实践-测试驱动的开发方法,50.20
Python网络爬虫实战,50.20
1d教孩子学编程Python语言版 零基础学计算机编程教程书籍从入门到精通编程入门教程 P,66.00
父与子的编程之旅(与小卡特一起学Python)/图灵程序设计丛书 正版书籍 (美)桑德//,57.27
零起点Python足彩大数据与机器学习实盘分析 9787121310744,75.20
Selenium自动化测试 基于 Python 语言,67.00
父与子的编程之旅-与小卡特一起学Python (美)桑德//桑德|译者:苏金国//易郑超【,54.51
"正版 零基础学Python(300个实例、64个练习题,超值大容量DVD",64.00
Python计算与编程实践(多媒体方法原书第2版)/计算机科学丛书 正版书籍 (美)古兹迪,57.27
Python Web开发实战 python搭建web服务器 Python编程实践教程书 w,101.27
Python极客项目编程,50.89
Python机器学习实践-测试驱动的开发方法,50.20
Python网络爬虫实战,50.20
1d教孩子学编程Python语言版 零基础学计算机编程教程书籍从入门到精通编程入门教程 P,66.00
父与子的编程之旅(与小卡特一起学Python)/图灵程序设计丛书 正版书籍 (美)桑德//,57.27
人民邮电：Python机器学习经典实例,60.00
L满58包邮Python语言及其应用/图灵程序设计丛书 (美)卢布诺维克|译者:丁嘉瑞//,64.80
L满58包邮零基础学Python(附光盘) 张志强//赵越 计算机文学散文经管励志图书小说,64.80
Python网络爬虫从入门到实践,41.70
Python网络编程攻略 (英) M. O. Faruque Sarker著 人民邮电出版,35.50
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
EffectivePython(编写高质量Python代码的59个有效方法)/EFFECT,47.79
零起点Python足彩大数据与机器学习实盘分析 9787121310744,75.20
Selenium自动化测试 基于 Python 语言,67.00
父与子的编程之旅-与小卡特一起学Python (美)桑德//桑德|译者:苏金国//易郑超【,54.51
"正版 零基础学Python(300个实例、64个练习题,超值大容量DVD",64.00
Python计算与编程实践(多媒体方法原书第2版)/计算机科学丛书 正版书籍 (美)古兹迪,57.27
Python Web开发实战 python搭建web服务器 Python编程实践教程书 w,101.27
Python极客项目编程,50.89
Python机器学习实践-测试驱动的开发方法,50.20
Python网络爬虫实战,50.20
1d教孩子学编程Python语言版 零基础学计算机编程教程书籍从入门到精通编程入门教程 P,66.00
父与子的编程之旅(与小卡特一起学Python)/图灵程序设计丛书 正版书籍 (美)桑德//,57.27
Python游戏编程快速上手 第4版 python游戏编程入门教程书籍 python游戏,72.00
人民邮电：Python机器学习经典实例,60.00
L满58包邮Python语言及其应用/图灵程序设计丛书 (美)卢布诺维克|译者:丁嘉瑞//,64.80
L满58包邮零基础学Python(附光盘) 张志强//赵越 计算机文学散文经管励志图书小说,64.80
Python网络爬虫从入门到实践,41.70
Python网络编程攻略 (英) M. O. Faruque Sarker著 人民邮电出版,35.50
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
EffectivePython(编写高质量Python代码的59个有效方法)/EFFECT,47.79
BF【全新正版】/Python面向对象编程指南9787115405586 人民邮电出版社,67.20
Python+Spark 2 0+Hadoop机器学习与大数据实战 林大贵 清华大学出版社,79.20
L满58包邮Python金融大数据分析 (德)希尔皮斯科|译者:姚军 少儿文学散文经管励志,71.30
tcdPython密码学编程 Python编程实现加密算法的初学者指南 Python编程基,63.00
Python网络爬虫从入门到实践 唐松 陈智铨 9787111578413 机械工业出版社,35.80
【正版】Python数据处理.9787115459190,95.24
21天学通Python,45.40
Python树莓派编程 沃尔弗拉姆 多纳特(Wolfram Donat) 机械工业出版社,40.00
Python机器学习经典实例 计算机网络 程序设计 计算机与互联网 编程语言与程序设计 数,62.00
零起点Python机器学习快速入门 自学Excel增强人工智能AI工程师技术员算法软件基础,48.00
1d现货 Python高手之路 第3版 编程语言OpenStack代码 本书适合各个层次的,58.00
BF【全新正版】/Python面向对象编程指南9787115405586 人民邮电出版社,67.20
Python+Spark 2 0+Hadoop机器学习与大数据实战 林大贵 清华大学出版社,79.20
L满58包邮Python金融大数据分析 (德)希尔皮斯科|译者:姚军 少儿文学散文经管励志,71.30
tcdPython密码学编程 Python编程实现加密算法的初学者指南 Python编程基,63.00
Python网络爬虫从入门到实践 唐松 陈智铨 9787111578413 机械工业出版社,35.80
【正版】Python数据处理.9787115459190,95.24
21天学通Python,45.40
Python树莓派编程 沃尔弗拉姆 多纳特(Wolfram Donat) 机械工业出版社,40.00
Python机器学习经典实例 计算机网络 程序设计 计算机与互联网 编程语言与程序设计 数,62.00
零起点Python机器学习快速入门 自学Excel增强人工智能AI工程师技术员算法软件基础,48.00
BF【全新正版】/Python面向对象编程指南9787115405586 人民邮电出版社,67.20
Python+Spark 2 0+Hadoop机器学习与大数据实战 林大贵 清华大学出版社,79.20
L满58包邮Python金融大数据分析 (德)希尔皮斯科|译者:姚军 少儿文学散文经管励志,71.30
tcdPython密码学编程 Python编程实现加密算法的初学者指南 Python编程基,63.00
Python网络爬虫从入门到实践 唐松 陈智铨 9787111578413 机械工业出版社,35.80
【正版】Python数据处理.9787115459190,95.24
21天学通Python,45.40
Python树莓派编程 沃尔弗拉姆 多纳特(Wolfram Donat) 机械工业出版社,40.00
Python机器学习经典实例 计算机网络 程序设计 计算机与互联网 编程语言与程序设计 数,62.00
零起点Python机器学习快速入门 自学Excel增强人工智能AI工程师技术员算法软件基础,48.00
1d现货 Python高手之路 第3版 编程语言OpenStack代码 本书适合各个层次的,58.00
Python性能分析与优化/图灵程序设计丛书,36.90
"正版 零基础学Python(300个实例、64个练习题,超值大容量DVD",64.00
数据科学导论-Python语言实现,36.80
笨办法学PYTHON(第3版 含盘 ZedA.saw),36.80
精通Python自然语言处理 9787115459688,35.40
Python数据分析 9787115411228,35.40
Python算法教程 python语言编程入门书籍 Python程序设计教材Python基,67.00
【赠源代码】python编程 从入门到实践python基础教程数据分析python学习手册,90.74
父与子的编程之旅-与小卡特一起学Python (美)桑德//桑德|译者:苏金国//易郑超【,52.44
正版Python3程序开发指南（第2版修订版）,64.00
现货Python基础教程 第3版 Python教程书籍Python编程从入门到实践精通he,81.00
人民邮电：Python机器学习经典实例,60.00
L满58包邮Python语言及其应用/图灵程序设计丛书 (美)卢布诺维克|译者:丁嘉瑞//,64.80
L满58包邮零基础学Python(附光盘) 张志强//赵越 计算机文学散文经管励志图书小说,64.80
Python网络爬虫从入门到实践,41.70
Python网络编程攻略 (英) M. O. Faruque Sarker著 人民邮电出版,35.50
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
EffectivePython(编写高质量Python代码的59个有效方法)/EFFECT,47.79
1d现货 Python高手之路 第3版 编程语言OpenStack代码 本书适合各个层次的,58.00
人民邮电：Python机器学习经典实例,60.00
L满58包邮Python语言及其应用/图灵程序设计丛书 (美)卢布诺维克|译者:丁嘉瑞//,64.80
L满58包邮零基础学Python(附光盘) 张志强//赵越 计算机文学散文经管励志图书小说,64.80
Python网络爬虫从入门到实践,41.70
Python网络编程攻略 (英) M. O. Faruque Sarker著 人民邮电出版,35.50
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
EffectivePython(编写高质量Python代码的59个有效方法)/EFFECT,47.79
人民邮电：Python机器学习经典实例,60.00
L满58包邮Python语言及其应用/图灵程序设计丛书 (美)卢布诺维克|译者:丁嘉瑞//,64.80
L满58包邮零基础学Python(附光盘) 张志强//赵越 计算机文学散文经管励志图书小说,64.80
Python网络爬虫从入门到实践,41.70
Python网络编程攻略 (英) M. O. Faruque Sarker著 人民邮电出版,35.50
Python数据挖掘入门与实践/图灵程序设计丛书 (澳)罗伯特·莱顿|译者:杜春晓 正版书,47.79
EffectivePython(编写高质量Python代码的59个有效方法)/EFFECT,47.79
H满58包邮Python参考手册(第4版修订版) (美)大卫M.比兹利|译者:谢俊//杨越,73.00
Python可以这样学,51.80
精通PYTHON自然语言处理 正版畅销图书籍,56.76
1d正版 Python核心编程 第3版 英文版,101.00
Python 网络数据采集 python语言网络数据采集教程书籍书籍python编程基础,53.69
Python学习手册 第4版 Python运维实践 计算机网络 程序设计机械工业 pyth,124.00
正版 Python性能分析与优化 python语言编程入门书籍 Python程序设计教材,51.35
【赠配套视频】笨办法学python 基础教程 第3版 精通核心编程语言书籍 计算机程序设计,46.54
Python程序设计案例课堂,53.13
预售Python基础教程 第3版 Python程序设计教程书籍 Python程序测试打包发,95.00
零起点Python机器学习快速入门/TopQuantCHRD前海智库,45.43
正版 Python数据分析实战Python编程语言教程书籍深入pandas库数据处理 用m,61.75
Python性能分析与优化,31.50
Python数据挖掘入门与实践,42.50
Python 金融大数据分析 python入门基础教程 金融分析处理与开发书籍 数学推断统,97.37
Python**编程(第2版),70.31
Python贝叶斯分析 计算机与互联网 编程语言与程序设计 应用教学 人民邮电出版社,48.30
Python核心编程第3版+零基础入门学习Python 全2册  python入门到精通,110.00
Python 3面向对象编程-第2版-(影印版),70.40
现货Python编程快速上手python3.0绝技核心编程基础教程网络爬虫入门书籍pyht,64.87
Python编程从入门到实践 python3.0基础教程 精通核心编程语言书籍 计算机程序,64.74
Python数据分析实战 【意】内利(Fabio Nelli),45.80
算法图解 算法基础书 Python 9787115447630 r1z,37.90
正版现货 Python和Pygame游戏开发指南 计算机/程序设计/Python Pyth,63.57
Python机器学习算法,53.80
Python计算机视觉编程,53.10
数据科学实战手册(R+Python) R语言实战 python3爬虫数据分析挖掘工程师程,60.97
Python语言从零基础学习到活用 Python程序设计入门到实战 何敏煌  清华大学出版,60.10
L满58包邮Python编程入门(第3版)/图灵程序设计丛书 (加)唐纳森|译者:袁国忠,33.10
Python新手使用Django架站的16堂课 何敏煌 9787302467410 清华大,69.40
数据馆员的Python简明手册  顾立平 科学技术文献出版社,34.80
Raspberry Pi Python编程入门 9787030393265,27.70
人邮新书 Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方,99.00
Python程序设计基础 9787121302923,26.60
1b正版 毫无障碍学Python 邓文渊零基础入门学python程序设计零基础学pyhto,56.68
精通Python自然语言处理 python自然语言处理开发教程书 python自然语言编程,55.90
"""笨办法""学Python 第3版 Python编程教程 python核心手册 Pytho",53.17
趣学Python编程 python入门到精通python基础教程编程学习手册程序设计书籍,47.00
毫无障碍学Python,44.10
Python Web开发学习实录(附光盘)/Web程序员成功之路,60.10
【北京发货】Python编程入门(第3版) (加)Toby Donaldson,33.80
1k Python开发实战:Django、Tornado、Flask、Twisted Py,91.00
Python新手使用Django架站的16堂课,69.42
1y现货Python基础教程 第3版 Python程序设计教程书籍 Python程序测试打,91.00
1d【顺丰】Python编程从入门到实践 python3.5基础教程 核心编程语言书籍 计,91.00
正版 零基础入门学习Python pyhton从入门到实践 python基础教程第3版 程,218.40
Python学习手册 第4版 涵盖Python 2.6和3.X 运维实践/计算机网络/程序,137.00
Python游戏编程入门,36.75
Python高性能编程 python 编程,63.20
正版包邮  树莓派Python编程入门与实战(第2版)强调实践教学 以示例引导读者完成常见,56.75
1y 利用Python进行数据分析 大量实践案例 利用Python库高效解决数据分析问题,85.00
Python金融实战 [美] Yuxing Yan 严玉星 9787115457073 人,59.30
EffectivePython(编写高质量Python代码的59个有效方法)/EFFECT,48.97
Python密码学编程,53.00
Python漫游指南,64.20
Python和Pygame游戏开发指南 Python语言编程指南 Pygame Pytho,51.39
Python机器学习(影印版) 9787564170776 (美)塞巴斯蒂安·拉什卡 东南,69.40
Python游戏编程入门,34.30
PySpark实战指南：利用Python和Spark构建数据密集型应用并规模化部署,38.20
Python数据分析基础 教材 专科教材 工学 编程语言 学习Python的基础教材 P,45.37
"Python计算机视觉编程 [美]Jan Erik Solem,朱文涛 978711535",51.80
面向ArcGIS的Python脚本编程 ArcGIS for Desktop专业用户Pyt,47.45
数据科学导论：Python语言实现,37.70
Python核心编程(第3版),84.20
1y正版 Python编程从入门到实践书籍 python2爬虫数据分析编程视频核心基础教程,82.00
量化投资以PythonO PythonO为工具,74.30
Python游戏编程快速上手 第4版 [美]Al Sweigart(斯维加特) 97871,51.80
1dPython游戏编程快速上手 计算机网络程序设计书籍 python基础教程学习手册 p,77.00
Python和HDF5大数据应用,32.00
人民邮电：Python金融大数据分析(德)希尔皮斯科著姚军译Python编程入门基础教程成,101.00
Python数据处理(影印版) 杰奎琳·卡兹奥、凯瑟琳·嘉穆编 东南大学出版社,67.20
"清华图书Python Web开发学习实录（配光盘）（Web程序员成功之路） 李勇,王文强著",47.50
Python程序设计案例教程 人邮教材,47.80
利用Python开源工具分析恶意代码 python黑客攻防入门书籍 Python开源工具实,99.00
2K 9787111576402 Python数据分析实战 [印尼] 伊凡·伊德里斯（Iv,61.60
1b【Python书籍】零起点Python足彩大数据与机器学习实盘分析 何海群 Pytho,89.70
正版 Abaqus GUI程序开发指南 Python语言 python编程教程 abaqu,62.40
Python Linux系统管理与自动化运维 赖明星 机械工业出版社,70.80
Python机器学习 学习实战 python基础教程指南 数据结构与算法分析 人工神经网络,82.00
贝叶斯思维 统计建模的Python学习法 Python编程入门教材 贝叶斯定理 数据科学家,52.00
Python机器学习经典实例 自学无监督预测建模算法机器深度学习工程师AI增强化人工智能卷,48.00
Python硬件编程实战 正版书籍 李茂 计算机 机械工业,40.67
Python Web开发实战 Python语言编程教程书 Python Web开发技术 p,100.37
Python编程基础,33.30
利用Python进行数据分析 大量实践案例 利用Python库高效解决数据分析问题 Py,84.50
Python 数据分析基础 9787115463357,53.10
人邮新书 Python设计模式 第2版 程序设计 python 7月中旬入库,39.00
Python金融大数据分析 正版书籍 (德)希尔皮斯科|译者:姚军 少儿 人民邮电,77.22
1d正版 Python机器学习 学习实战 python基础教程指南 数据结构与算法分析 人,85.00
Python数据抓取技术与实战,35.30
1d正版 Python地理数据处理 python数据分析实战教程书籍 NumPy和SciP,84.00
Python语言程序设计基础(第2版)-嵩天、礼欣、黄天羽高等教育出版社,39.55
Python数据分析实战 [印尼]伊凡·伊德里斯(Ivan Idris) 机械工业出版社,62.40
Python机器学习,67.20
程序设计导论-Python语言实践,67.20
1dPython基础教程 第2版 编程从入门到实践 核心语言开发指南 自学教程基础书籍 程,81.00
正版  Python数据挖掘入门与实践+Python网络数据采集 2本 r12z,88.00
Python物理建模初学者指南,47.80
Python测试驱动开发-(影印版) （美）珀西瓦尔 9787564159153,68.50
Python机器学习入门 (美)安德烈亚斯·穆勒莎拉·圭多 9787564169060,68.50
教孩子学编程 Python语言版 [美] Bryson Payne 97871154163,48.40
从Python开始学编程 Vamei 9787121301995,40.20
Python参考手册(第4版.修订版),68.50
正版现货 Python 语言程序设计 机械工业出版社 计算机程序设计教程,60.80
Python程序设计案例课堂,59.34
正版现货 Selenium 2自动化测试实战 基于Python语言 虫师 电子工业出版社,49.00
Python参考手册(第4版.修订版),75.70
Python数据分析实战,50.20
Python数据处理,84.20
Python语言在Abaqus中的应用(含光盘),40.80
Python计算机视觉编程,58.70
Python数据挖掘入门与实践,50.20
流利的Python语言 (巴西)卢西亚诺·拉马略 9787564168742,90.90
Python物理建模初学者指南 [美]Jesse M.Kinder [美] Philip,48.40
Python自然语言处理,75.70
Python程序设计案例课堂,53.80
Python数据挖掘入门与实践,45.40
Python网络数据采集,44.25
Python语言在Abaqus中的应用(含光盘),40.80
1d新书 Python程序设计 第3版 Python编程从入门到实践 计算机程序设计3.0,69.00
Python网络编程(第3版)/图灵程序设计丛书,64.80
1y新书 Python程序设计（第3版）精通核心编程语言教材 计算机程序设计基础教程 从零,68.00
正版包邮  Python 网络编程攻略 原书第2版 零基础学习python核心编程基础教程,38.75
树莓派Python编程入门与实战,56.60
1d正版 Abaqus GUI程序开发指南 Python语言 python编程教程 aba,62.00
Python机器学习入门(影印版) (美)安德烈亚斯·穆勒莎拉·圭多 东南大学出版社,59.60
L满58包邮Python计算机视觉编程/图灵程序设计丛书 (美)索利姆|译者:朱文涛//袁,57.20
1d正版现货 Python 网络编程攻略 Python网络编程国内书 Python编程语言,50.00
Python自然语言处理 计算机软件开发 编程设计 Python计算机视觉编程 人民邮电,83.07
4912460|正版现货 Effective Python：编写高质量Python代码的5,52.00
BF【全新正版】/趣学Python-教孩子学编程-全彩印刷9787115381439 人民,50.20
Python绝技 运用Python成为**黑客 python编程教程书 黑客攻防技术与渗透,80.08
正版 Python编程从入门到实践 python3.0绝技核心编程基础教程 网络爬虫入门书,94.93
Python编程从入门到实践 python基础教程书籍python网络爬虫网络数据采集 零,94.93
Python数据处理(影印版),70.10
Python并行编程参考手册-(影印版) 9787564170738,48.20
PySpark实战指南 利用Python和Spark构建数据密集型应用并规模化部署 pys,51.74
tcd【全新正版】Python高性能编程.9787115454898,80.00
1dPython游戏编程快速上手 计算机网络程序设计书籍 python基础教程学习手册 p,80.00
精通Python网络爬虫-核心技术.框架与项目实战,58.70
Python机器学习 学习实战 python基础教程指南 数据结构与算法分析 人工神经网络,80.00
Python Cookbook（第3版）中文版    R1R,83.50
【顺丰】Python编程从入门到实践 python3.5基础教程 核心编程语言书籍 计算机,81.64
正版 Python地理数据处理 python数据分析实战教程书籍 NumPy和SciPy地,80.60
Python数据分析基础 [美]克林顿布朗利(Clinton W. Brownley) 人,52.70
MayaPython游戏与影视编程指南 正版书籍 (美)梅切特里//特罗布里奇|译者:宋松,65.57
Python绝技(运用Python成为*黑客)/安全技术大系 正版书籍 (美)奥科罗|译者,65.57
Python核心编程(第3版),84.20
新店优惠 Python网络数据采集 陶俊杰 中文版 大数据采集原理 网络爬虫测试 自学p,47.00
Selenium 2自动化测试实战-基于Python语言,50.20
贝叶斯思维-统计建模的Python学习法,41.70
Python学习从入门到实践,41.30
Python Cookbook中文版(第3版),91.80
Python语言程序设计,35.10
Python大战机器学习：数据科学家的个小目标,54.50
数据结构 Python语言描述,54.50
机器人Python极客编程入门与实战,47.80
正版书籍 Python核心编程第3版 第三版  python开发大全 python入门到精,76.80
Python数据科学入门 [俄]德米特里·齐诺维耶夫(Dmitry Zinoviev 97,40.20
Python核心编程(第3版),84.20
Python 3程序开发指南(第2版)(修订版),58.70
趣学Python编程,38.30
Python语言程序设计,35.10
父与子的编程之旅-与小卡特一起学Python,58.70
Python算法教程,58.70
Python计算机视觉编程,58.70
Python语言在Abaqus中的应用(含光盘),40.80
Python自然语言处理,75.70
Python数据分析实战,50.20
贝叶斯思维-统计建模的Python学习法,41.70
Python机器学习经典实例,50.20
数据科学实战手册(R+Python),50.20
父与子的编程之旅 与小卡特一起学Python 教孩子编程的图书 python编程入门教程,69.00
tcdOpenCV 3计算机视觉 Python语言实现（原书第2版）计算机教材教程书籍 人,45.00
零基础入门学习Python 小甲鱼计算机/网络 程序设计核心编程 python基础教程 p,47.00
Python地理数据处理 python数据分析实战教程书籍 NumPy和SciPy地图运,77.74
Python数据科学实践指南 9787111566526,46.00
Python语言及其应用python语言程序设计Python程序设计教程Python书籍p,76.18
零基础入门学习Python 【新华书店官方正版】 程序设计 核心编程 从入门到实践学习手册,49.14
程序设计导论(Python语言实践)/计算机科学丛书 (美)罗伯特·塞奇威克//凯文·韦恩,63.99
Python基础教程(第2版修订版)/图灵程序设计丛书 (挪)海特兰德|译者:司维//曾军,63.99
预售 2月上旬发货 图灵出品 Python基础教程 第3版 Python入门版,76.50
PySpark实战指南：利用Python和Spark构建数据密集型应用并规模化部署,44.10
Python性能分析与优化,36.00
【赠2000节课程】Python编程从入门到实践 python3.0核心编程基础教程快速上,98.00
Python机器学习实践指南,53.13
数据结构(Python语言描述),63.50
零基础入门学习Python,37.62
父与子的编程之旅-与小卡特一起学Python,58.70
Python核心编程(第3版),84.20
Python数据处理,84.20
Python数据分析,50.20
Python网络数据采集,50.20
像计算机科学家一样思考Python(第2版),41.70
Python高手之路(第3版),46.80
趣学Python编程,38.30
零基础入门学习Python,42.60
Python参考手册(第4版.修订版),75.70
Python 3程序开发指南(第2版)(修订版),53.10
数据科学实战手册(R+Python),50.20
零基础入门学习Python,42.57
Python机器学习经典实例,50.20
像计算机科学家一样思考Python(第2版),41.70
Python游戏编程入门 (美)哈伯|译者:李强【新华书店正版】,36.75
Python程序设计案例课堂,59.30
父与子的编程之旅-与小卡特一起学Python (美)桑德//桑德|译者:苏金国//易郑超【,51.75
Selenium 2自动化测试实战-基于Python语言 虫师【新华书店正版】,44.25
Python游戏编程入门,41.70
Python Cookbook中文版(第3版),91.80
父与子的编程之旅-与小卡特一起学Python,58.70
PySpark实战指南-利用Python和Spark构建数据密集型应用并规模化,41.70
Python语言程序设计,35.10
Python程序设计案例课堂,59.30
趣学Python编程,38.30
深入浅出深度学习：原理剖析与Python实践,61.60
正版 Python高手之路 第3版 python3爬虫数据分析 绝技核心编程基础视频教程网,56.94
Python科学计算基础教程 python核心基础编程数据分析书籍从入门到精通 Pytho,53.30
Python Linux系统管理与自动化运维 赖明星 机械工业出版社,68.70
Python基础教程 第2版 修订版 编程语言入门自学图书 人民邮电出版社,61.00
正版 Python数据分析 编程教程教材 python面向对象应用程序设计教程 pytho,51.39
正版【全新】Python网络爬虫实战 胡松涛 9787302457879 清华大学,51.39
L满58包邮Python学习手册(第4版) (美)鲁特兹|译者:李军//刘红伟 文学散文经,101.10
趣学Python编程 (美)布里格斯|译者:尹哲【新华书店正版】,33.75
贝叶斯思维-统计建模的Python学习法 本书编写组【新华书店正版】,36.75
Python语言及其应用,67.20
Python语言及其应用,67.20
Python机器学习算法,54.50
Python数据处理-(影印版) 杰奎琳·卡兹奥、凯瑟琳·嘉穆编 978756417003,73.90
零起点Python足彩大数据与机器学习实盘分析 何海群 9787121310744,81.20
Python数据分析实战,50.20
跟老齐学Python轻松入门,44.25
Python语言在Abaqus中的应用(含光盘),40.80
Python机器学习-预测分析核心算法,58.70
Python机器学习 (美)塞巴斯蒂安·拉什卡 9787564170776,67.00
Python数据科学入门,40.20
"面向ArcGIS的Python脚本编程 [美]Paul A. Zandbergen,李明巨",46.10
新店优惠 Python Cookbook 第三版3版 中文版 Python编程书籍 Py,80.80
Python大战机器学习：数据科学家的第一个小目标,69.00
正版现货 python绝技 运用python成为顶级黑客 电子工业出版社 Python绝,63.30
Python核心编程(第3版),84.20
Python机器学习-预测分析核心算法,58.70
Python参考手册(第4版.修订版),75.70
Python Cookbook中文版(第3版) (美)比斯利//琼斯|译者:陈舸【新华书店,81.00
